"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise","postal_code_new"
"10089","11/10/2015","GRAND LARCENY","FELONY","BROOKLYN",70,40.627868312,-73.948099429,"(40.627868312, -73.948099429)",10388,"949 E 29th St, Brooklyn, NY 11210, USA","949","East 29th Street","Midwood","Brooklyn","Kings County","New York","United States",11210,3737,NA,NA,"11210"
"10090","03/14/2015","ROBBERY","FELONY","BROOKLYN",63,40.62829195,-73.944244342,"(40.62829195, -73.944244342)",10389,"1817 New York Ave, Brooklyn, NY 11210, USA","1817","New York Avenue","Flatlands","Brooklyn","Kings County","New York","United States",11210,3941,NA,NA,"11210"
"10091","10/10/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS",114,40.776288843,-73.908498393,"(40.776288843, -73.908498393)",10390,"21-40-21-42 33rd St, Astoria, NY 11105, USA","21-40-21-42","33rd Street","Astoria","Queens","Queens County","New York","United States",11105,NA,NA,NA,"11105"
"10092","10/19/2015","GRAND LARCENY","FELONY","QUEENS",108,40.744660867,-73.923146936,"(40.744660867, -73.923146936)",10391,"43-24-43-26 41st St, Sunnyside, NY 11104, USA","43-24-43-26","41st Street","Sunnyside","Queens","Queens County","New York","United States",11104,NA,NA,NA,"11104"
"10093","12/26/2015","FELONY ASSAULT","FELONY","MANHATTAN",34,40.863338395,-73.929076287,"(40.863338395, -73.929076287)",10392,"20 Dongan Pl, New York, NY 10040, USA","20","Dongan Place","Upper Manhattan","Manhattan","New York County","New York","United States",10040,NA,"New York",NA,"10040"
"10094","04/25/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",61,40.593474171,-73.933806177,"(40.593474171, -73.933806177)",10393,"2442-2446 Brigham St, Brooklyn, NY 11235, USA","2442-2446","Brigham Street","Sheepshead Bay","Brooklyn","Kings County","New York","United States",11235,1004,NA,NA,"11235"
"10095","06/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",62,40.604567956,-74.011122247,"(40.604567956, -74.011122247)",10394,"1637 Cropsey Ave, Brooklyn, NY 11214, USA","1637","Cropsey Avenue","Bath Beach","Brooklyn","Kings County","New York","United States",11214,5828,NA,NA,"11214"
"10096","11/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",73,40.66736709,-73.90338136,"(40.66736709, -73.90338136)",10395,"259-291 Powell St, Brooklyn, NY 11212, USA","259-291","Powell Street","Brownsville","Brooklyn","Kings County","New York","United States",11212,8136,NA,NA,"11212"
"10097","09/09/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","STATEN ISLAND",122,40.557306683,-74.15811621,"(40.557306683, -74.15811621)",10396,"243 Brookfield Ave, Staten Island, NY 10308, USA","243","Brookfield Avenue","Great Kills","Staten Island","Richmond County","New York","United States",10308,1441,NA,NA,"10308"
"10098","10/23/2015","ROBBERY","FELONY","BRONX",43,40.830641293,-73.874875576,"(40.830641293, -73.874875576)",10397,"1240-1250 Morrison Ave, Bronx, NY 10472, USA","1240-1250","Morrison Avenue","East Bronx","Bronx","Bronx County","New York","United States",10472,NA,NA,NA,"10472"
"10099","12/03/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",18,40.760336849,-73.993106885,"(40.760336849, -73.993106885)",10398,"429-431 W 44th St, New York, NY 10036, USA","429-431","West 44th Street","Midtown","Manhattan","New York County","New York","United States",10036,NA,"New York",NA,"10036"
"10100","06/27/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",30,40.828115832,-73.944600852,"(40.828115832, -73.944600852)",10399,"473 W 150th St, New York, NY 10031, USA","473","West 150th Street","Upper Manhattan","Manhattan","New York County","New York","United States",10031,NA,"New York",NA,"10031"
"10101","02/22/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",33,40.831643813,-73.941125256,"(40.831643813, -73.941125256)",10400,"922 St Nicholas Ave, New York, NY 10032, USA","922","Saint Nicholas Avenue","Upper Manhattan","Manhattan","New York County","New York","United States",10032,5239,"New York",NA,"10032"
"10102","10/31/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",102,40.690574212,-73.82629585,"(40.690574212, -73.82629585)",10401,"97-19-97-21 Lefferts Blvd, South Richmond Hill, NY 11419, USA","97-19-97-21","Lefferts Boulevard","South Richmond Hill","Queens","Queens County","New York","United States",11419,NA,NA,NA,"11419"
"10103","06/08/2015","GRAND LARCENY","FELONY","BRONX",52,40.869470477,-73.879860804,"(40.869470477, -73.879860804)",10402,"3016 Webster Ave, Bronx, NY 10467, USA","3016","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States",10467,4901,NA,NA,"10467"
"10104","05/31/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",81,40.686999275,-73.937344329,"(40.686999275, -73.937344329)",10403,"489-493 Monroe St, Brooklyn, NY 11221, USA","489-493","Monroe Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10105","01/08/2015","BURGLARY","FELONY","MANHATTAN",6,40.732749396,-74.006456563,"(40.732749396, -74.006456563)",10404,"487A Hudson St, New York, NY 10014, USA","487A","Hudson Street","Lower Manhattan","Manhattan","New York County","New York","United States",10014,NA,"New York",NA,"10014"
"10106","10/26/2015","ROBBERY","FELONY","BROOKLYN",81,40.690839664,-73.924391724,"(40.690839664, -73.924391724)",10405,"1285C Broadway, Brooklyn, NY 11221, USA","1285C","Broadway","Bushwick","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10107","09/01/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",66,40.636658909,-73.968038967,"(40.636658909, -73.968038967)",10406,"845 Coney Island Ave, Brooklyn, NY 11218, USA","845","Coney Island Avenue","Kensington","Brooklyn","Kings County","New York","United States",11218,6003,NA,NA,"11218"
"10108","01/06/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","STATEN ISLAND",121,40.588130525,-74.166156916,"(40.588130525, -74.166156916)",10407,"42-46 Richmond Hill Rd, Staten Island, NY 10314, USA","42-46","Richmond Hill Road","Heartland Village","Staten Island","Richmond County","New York","United States",10314,NA,NA,NA,"10314"
"10109","11/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",84,40.693392049,-73.990593143,"(40.693392049, -73.990593143)",10408,"26 Court St, Brooklyn, NY 11242, USA","26","Court Street",NA,"Brooklyn","Kings County","New York","United States",11242,NA,NA,NA,"11242"
"10110","03/03/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",73,40.669615171,-73.906838722,"(40.669615171, -73.906838722)",10409,"387-393 Mother Gaston Blvd, Brooklyn, NY 11212, USA","387-393","Mother Gaston Boulevard","Brownsville","Brooklyn","Kings County","New York","United States",11212,7736,NA,NA,"11212"
"10111","07/17/2015","HARRASSMENT 2","VIOLATION","QUEENS",114,40.784065708,-73.917107182,"(40.784065708, -73.917107182)",10410,"20-69-20-75 Shore Blvd, Astoria, NY 11105, USA","20-69-20-75","Shore Boulevard","Astoria","Queens","Queens County","New York","United States",11105,NA,NA,NA,"11105"
"10112","07/24/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",61,40.6093411,-73.948416364,"(40.6093411, -73.948416364)",10411,"3799 Bedford Ave, Brooklyn, NY 11229, USA","3799","Bedford Avenue","Madison","Brooklyn","Kings County","New York","United States",11229,2409,NA,NA,"11229"
"10113","09/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",60,40.580012298,-73.96982646,"(40.580012298, -73.96982646)",10412,"425 Neptune Ave, Brooklyn, NY 11224, USA","425","Neptune Avenue","Coney Island","Brooklyn","Kings County","New York","United States",11224,NA,NA,NA,"11224"
"10114","04/30/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.838861771,-73.910306061,"(40.838861771, -73.910306061)",10413,"280 E 171st St, Bronx, NY 10457, USA","280","East 171st Street","West Bronx","Bronx","Bronx County","New York","United States",10457,8901,NA,NA,"10457"
"10115","03/15/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",24,40.799335898,-73.960986415,"(40.799335898, -73.960986415)",10414,"51 W 107th St, New York, NY 10025, USA","51","West 107th Street","Upper West Side","Manhattan","New York County","New York","United States",10025,NA,"New York",NA,"10025"
"10116","02/14/2015","GRAND LARCENY","FELONY","BROOKLYN",81,40.693333401,-73.931128685,"(40.693333401, -73.931128685)",10415,"29-31 Malcolm X Blvd, Brooklyn, NY 11221, USA","29-31","Malcolm X Boulevard","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10117","11/02/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",34,40.857240631,-73.930655306,"(40.857240631, -73.930655306)",10416,"62-70 Fairview Ave, New York, NY 10040, USA","62-70","Fairview Avenue","Upper Manhattan","Manhattan","New York County","New York","United States",10040,NA,"New York",NA,"10040"
"10118","03/24/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.849040238,-73.9048127,"(40.849040238, -73.9048127)",10417,"227 E Tremont Ave, Bronx, NY 10457, USA","227","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States",10457,NA,NA,NA,"10457"
"10119","06/29/2015","GRAND LARCENY","FELONY","BRONX",46,40.848447832,-73.923905353,"(40.848447832, -73.923905353)",10418,"1600 Sedgwick Ave, Bronx, NY 10453, USA","1600","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States",10453,NA,NA,NA,"10453"
"10120","12/01/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",71,40.66425185,-73.958318773,"(40.66425185, -73.958318773)",10419,"71-77 Sullivan Pl, Brooklyn, NY 11225, USA","71-77","Sullivan Place","Crown Heights","Brooklyn","Kings County","New York","United States",11225,2504,NA,NA,"11225"
"10121","07/30/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",79,40.690404614,-73.959860189,"(40.690404614, -73.959860189)",10420,"435d Dekalb Ave, Brooklyn, NY 11205, USA","435d","Dekalb Avenue",NA,"Brooklyn",NA,"New York","United States",11205,NA,NA,NA,"11205"
"10122","02/17/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","STATEN ISLAND",120,40.642706481,-74.076716903,"(40.642706481, -74.076716903)",10421,"121-139 Stuyvesant Pl, Staten Island, NY 10301, USA","121-139","Stuyvesant Place","St. George","Staten Island","Richmond County","New York","United States",10301,NA,NA,NA,"10301"
"10123","07/12/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",110,40.745286245,-73.878114279,"(40.745286245, -73.878114279)",10422,"87-35 Elmhurst Ave, Flushing, NY 11373, USA","87-35","Elmhurst Avenue","Flushing","Queens","Queens County","New York","United States",11373,NA,NA,NA,"11373"
"10124","07/25/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",90,40.706290365,-73.950350331,"(40.706290365, -73.950350331)",10423,"187-211 Union Ave, Brooklyn, NY 11211, USA","187-211","Union Avenue","Williamsburg","Brooklyn","Kings County","New York","United States",11211,7417,NA,NA,"11211"
"10125","08/30/2015","FELONY ASSAULT","FELONY","MANHATTAN",32,40.823056252,-73.942422738,"(40.823056252, -73.942422738)",10424,"303-317 W 145th St, New York, NY 10039, USA","303-317","West 145th Street","Upper Manhattan","Manhattan","New York County","New York","United States",10039,NA,"New York",NA,"10039"
"10126","06/03/2015","GRAND LARCENY","FELONY","BROOKLYN",70,40.621638165,-73.949285802,"(40.621638165, -73.949285802)",10425,"2615 Avenue L, Brooklyn, NY 11210, USA","2615","Avenue L","Midwood","Brooklyn","Kings County","New York","United States",11210,4632,NA,NA,"11210"
"10127","12/22/2015","THEFT-FRAUD","FELONY","MANHATTAN",5,40.711483099,-73.995525067,"(40.711483099, -73.995525067)",10426,"20-30 Monroe St, New York, NY 10002, USA","20-30","Monroe Street","Lower Manhattan","Manhattan","New York County","New York","United States",10002,NA,"New York",NA,"10002"
"10128","07/06/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",83,40.689794103,-73.920606713,"(40.689794103, -73.920606713)",10427,"28-30 Palmetto St, Brooklyn, NY 11221, USA","28-30","Palmetto Street",NA,"Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10129","10/09/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",101,40.610035502,-73.753587353,"(40.610035502, -73.753587353)",10428,"14-63-14-75 Beach Channel Dr, Far Rockaway, NY 11691, USA","14-63-14-75","Beach Channel Drive","Far Rockaway","Queens","Queens County","New York","United States",11691,NA,NA,NA,"11691"
"10130","06/16/2015","THEFT-FRAUD","FELONY","BROOKLYN",75,40.650071773,-73.882284788,"(40.650071773, -73.882284788)",10429,"1287-1291 Delmar Loop, Brooklyn, NY 11239, USA","1287-1291","Delmar Loop","East New York","Brooklyn","Kings County","New York","United States",11239,NA,NA,NA,"11239"
"10131","10/07/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN",67,40.651570712,-73.934271094,"(40.651570712, -73.934271094)",10430,"401 E 46th St, Brooklyn, NY 11203, USA","401","East 46th Street","East Flatbush","Brooklyn","Kings County","New York","United States",11203,NA,NA,NA,"11203"
"10132","06/16/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",67,40.654954094,-73.919815644,"(40.654954094, -73.919815644)",10431,"459 E 92nd St, Brooklyn, NY 11212, USA","459","East 92nd Street","East Flatbush","Brooklyn","Kings County","New York","United States",11212,NA,NA,NA,"11212"
"10133","11/30/2015","ARSON","FELONY","MANHATTAN",23,40.798500915,-73.945940189,"(40.798500915, -73.945940189)",10432,"1713-1717 Madison Ave, New York, NY 10029, USA","1713-1717","Madison Avenue","Upper Manhattan","Manhattan","New York County","New York","United States",10029,NA,"New York",NA,"10029"
"10134","06/19/2015","BURGLARY","FELONY","STATEN ISLAND",122,40.570108891,-74.145339687,"(40.570108891, -74.145339687)",10433,"441 Clarke Ave, Staten Island, NY 10306, USA","441","Clarke Avenue","Richmond","Staten Island","Richmond County","New York","United States",10306,NA,NA,NA,"10306"
"10135","09/28/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS",107,40.721662393,-73.818003852,"(40.721662393, -73.818003852)",10434,"14429-14431 77th Ave, Flushing, NY 11367, USA","14429-14431","77th Avenue","Flushing","Queens","Queens County","New York","United States",11367,NA,NA,NA,"11367"
"10136","01/08/2015","GRAND LARCENY","FELONY","BROOKLYN",75,40.651698159,-73.868446756,"(40.651698159, -73.868446756)",10435,"351-369 Gateway Dr, Brooklyn, NY 11239, USA","351-369","Gateway Drive","East New York","Brooklyn","Kings County","New York","United States",11239,2805,NA,NA,"11239"
"10137","06/30/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",46,40.846291834,-73.917857337,"(40.846291834, -73.917857337)",10436,"30-78 Featherbed Ln, Bronx, NY 10452, USA","30-78","Featherbed Lane","West Bronx","Bronx","Bronx County","New York","United States",10452,NA,NA,NA,"10452"
"10138","07/10/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",66,40.621185487,-73.964494612,"(40.621185487, -73.964494612)",10437,"1488-1490 Coney Island Ave, Brooklyn, NY 11230, USA","1488-1490","Coney Island Avenue","Midwood","Brooklyn","Kings County","New York","United States",11230,NA,NA,NA,"11230"
"10139","12/25/2015","HARRASSMENT 2","VIOLATION","QUEENS",106,40.677605279,-73.82821878,"(40.677605279, -73.82821878)",10438,"110-11-110-15 Rockaway Blvd, South Ozone Park, NY 11420, USA","110-11-110-15","Rockaway Boulevard","South Ozone Park","Queens","Queens County","New York","United States",11420,NA,NA,NA,"11420"
"10140","07/20/2015","FELONY ASSAULT","FELONY","QUEENS",108,40.754163766,-73.948892553,"(40.754163766, -73.948892553)",10439,"8-18 Queens Plaza S, Long Island City, NY 11101, USA","8-18","Queens Plaza South","Long Island City","Queens","Queens County","New York","United States",11101,NA,NA,NA,"11101"
"10141","07/17/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",45,40.838041821,-73.846026026,"(40.838041821, -73.846026026)",10440,"1410 Rowland St, Bronx, NY 10461, USA","1410","Rowland Street","East Bronx","Bronx","Bronx County","New York","United States",10461,NA,NA,NA,"10461"
"10142","08/25/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.852854438,-73.907023079,"(40.852854438, -73.907023079)",10441,"2025 Walton Ave, Bronx, NY 10453, USA","2025","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States",10453,NA,NA,NA,"10453"
"10143","01/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",101,40.60324305,-73.760526804,"(40.60324305, -73.760526804)",10442,"10-23-10-31 Dickens St, Far Rockaway, NY 11691, USA","10-23-10-31","Dickens Street","Far Rockaway","Queens","Queens County","New York","United States",11691,2406,NA,NA,"11691"
"10144","11/20/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",90,40.705624344,-73.959840205,"(40.705624344, -73.959840205)",10443,"71-73 Lee Ave, Brooklyn, NY 11211, USA","71-73","Lee Avenue","Williamsburg","Brooklyn","Kings County","New York","United States",11211,NA,NA,NA,"11211"
"10145","10/29/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.814494627,-73.865585266,"(40.814494627, -73.865585266)",10444,"1717-1739 Bronx River Ave, Bronx, NY 10473, USA","1717-1739","Bronx River Avenue","East Bronx","Bronx","Bronx County","New York","United States",10473,NA,NA,NA,"10473"
"10146","07/08/2015","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BROOKLYN",70,40.623717383,-73.952591163,"(40.623717383, -73.952591163)",10445,"2315 Avenue K, Brooklyn, NY 11210, USA","2315","Avenue K","Midwood","Brooklyn","Kings County","New York","United States",11210,3641,NA,NA,"11210"
"10147","03/03/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",68,40.633866027,-74.026817668,"(40.633866027, -74.026817668)",10446,"7118 3rd Ave, Brooklyn, NY 11209, USA","7118","3rd Avenue","Bay Ridge","Brooklyn","Kings County","New York","United States",11209,1309,NA,NA,"11209"
"10148","08/08/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN",60,40.576645978,-73.976480396,"(40.576645978, -73.976480396)",10447,"2951 W 8th St, Brooklyn, NY 11224, USA","2951","West 8th Street","Coney Island","Brooklyn","Kings County","New York","United States",11224,NA,NA,NA,"11224"
"10149","05/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",102,40.696377126,-73.837900112,"(40.696377126, -73.837900112)",10448,"10920 Jamaica Ave, Richmond Hill, NY 11418, USA","10920","Jamaica Avenue","Richmond Hill","Queens","Queens County","New York","United States",11418,NA,NA,NA,"11418"
"10150","02/25/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",102,40.698058641,-73.835241747,"(40.698058641, -73.835241747)",10449,"11310-11314 Jamaica Ave, Richmond Hill, NY 11418, USA","11310-11314","Jamaica Avenue","Richmond Hill","Queens","Queens County","New York","United States",11418,NA,NA,NA,"11418"
"10151","10/22/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",48,40.845000259,-73.881368796,"(40.845000259, -73.881368796)",10450,"2101-2117 Daly Ave, Bronx, NY 10460, USA","2101-2117","Daly Avenue","West Bronx","Bronx","Bronx County","New York","United States",10460,NA,NA,NA,"10460"
"10152","07/23/2015","BURGLARY","FELONY","BROOKLYN",75,40.682394209,-73.887675649,"(40.682394209, -73.887675649)",10451,"33 Ridgewood Ave, Brooklyn, NY 11207, USA","33","Ridgewood Avenue","Cypress Hills","Brooklyn","Kings County","New York","United States",11207,2131,NA,NA,"11207"
"10153","03/12/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",75,40.681524256,-73.879669396,"(40.681524256, -73.879669396)",10452,"3123-3125 Fulton St, Brooklyn, NY 11208, USA","3123-3125","Fulton Street","Cypress Hills","Brooklyn","Kings County","New York","United States",11208,1915,NA,NA,"11208"
"10154","12/23/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",40,40.812970882,-73.925795553,"(40.812970882, -73.925795553)",10453,"320 Morris Ave, Bronx, NY 10451, USA","320","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States",10451,NA,NA,NA,"10451"
"10155","09/11/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",110,40.741577988,-73.880643548,"(40.741577988, -73.880643548)",10454,"82-75 Broadway, Queens, NY 11373, USA","82-75","Broadway","Elmhurst","Queens","Queens County","New York","United States",11373,NA,NA,NA,"11373"
"10156","12/12/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.863338448,-73.896469785,"(40.863338448, -73.896469785)",10455,"2537 Grand Concourse, Bronx, NY 10468, USA","2537","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States",10468,NA,NA,NA,"10468"
"10157","02/15/2015","ROBBERY","FELONY","BROOKLYN",73,40.665221978,-73.919323894,"(40.665221978, -73.919323894)",10456,"687-689 Howard Ave, Brooklyn, NY 11212, USA","687-689","Howard Avenue","Brownsville","Brooklyn","Kings County","New York","United States",11212,3945,NA,NA,"11212"
"10158","05/18/2015","DANGEROUS DRUGS","MISDEMEANOR","QUEENS",115,40.750586023,-73.870265411,"(40.750586023, -73.870265411)",10457,"37-28-37-38 Junction Blvd, Corona, NY 11368, USA","37-28-37-38","Junction Boulevard","Corona","Queens","Queens County","New York","United States",11368,NA,NA,NA,"11368"
"10159","02/05/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",77,40.668806093,-73.931121567,"(40.668806093, -73.931121567)",10458,"280 Utica Ave, Brooklyn, NY 11213, USA","280","Utica Avenue","Crown Heights","Brooklyn","Kings County","New York","United States",11213,4941,NA,NA,"11213"
"10160","08/19/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.884447144,-73.87878135,"(40.884447144, -73.87878135)",10459,"3573 Dekalb Ave, Bronx, NY 10467, USA","3573","Dekalb Avenue","West Bronx","Bronx","Bronx County","New York","United States",10467,NA,NA,NA,"10467"
"10161","09/24/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",71,40.668049205,-73.942322232,"(40.668049205, -73.942322232)",10460,"327 Kingston Ave, Brooklyn, NY 11213, USA","327","Kingston Avenue","Crown Heights","Brooklyn","Kings County","New York","United States",11213,NA,NA,NA,"11213"
"10162","08/27/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.868814145,-73.890546121,"(40.868814145, -73.890546121)",10461,"2803 Valentine Ave, Bronx, NY 10458, USA","2803","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States",10458,3108,NA,NA,"10458"
"10163","09/05/2015","ADMINISTRATIVE CODE","MISDEMEANOR","QUEENS",111,40.739390417,-73.747890928,"(40.739390417, -73.747890928)",10462,"225-1-225-99 76th Rd, Oakland Gardens, NY 11364, USA","225-1-225-99","76th Road","Oakland Gardens","Queens","Queens County","New York","United States",11364,3013,NA,NA,"11364"
"10164","02/11/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",76,40.674936335,-74.007568544,"(40.674936335, -74.007568544)",10463,"509-515 Columbia St, Brooklyn, NY 11231, USA","509-515","Columbia Street","Red Hook","Brooklyn","Kings County","New York","United States",11231,NA,NA,NA,"11231"
"10165","07/15/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",13,40.743511609,-73.994227355,"(40.743511609, -73.994227355)",10464,"131-135 W 23rd St, New York, NY 10011, USA","131-135","West 23rd Street","Midtown","Manhattan","New York County","New York","United States",10011,NA,"New York",NA,"10011"
"10166","08/30/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",94,40.715483214,-73.951847724,"(40.715483214, -73.951847724)",10465,"471 Union Ave, Brooklyn, NY 11211, USA","471","Union Avenue","Williamsburg","Brooklyn","Kings County","New York","United States",11211,NA,NA,NA,"11211"
"10167","03/19/2015","GRAND LARCENY","FELONY","QUEENS",103,40.698732393,-73.807752165,"(40.698732393, -73.807752165)",10466,"146-25-146-99 94th Ave, Jamaica, NY 11435, USA","146-25-146-99","94th Avenue","Jamaica","Queens","Queens County","New York","United States",11435,NA,NA,NA,"11435"
"10168","03/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",69,40.645711845,-73.901434384,"(40.645711845, -73.901434384)",10467,"1048 E 98th St, Brooklyn, NY 11236, USA","1048","East 98th Street","Canarsie","Brooklyn","Kings County","New York","United States",11236,2604,NA,NA,"11236"
"10169","08/16/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",81,40.689306338,-73.930325128,"(40.689306338, -73.930325128)",10468,"705 Quincy St, Brooklyn, NY 11221, USA","705","Quincy Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10170","08/29/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",23,40.788721243,-73.939996774,"(40.788721243, -73.939996774)",10469,"411-417 E 105th St, New York, NY 10029, USA","411-417","East 105th Street","Upper Manhattan","Manhattan","New York County","New York","United States",10029,NA,"New York",NA,"10029"
"10171","11/03/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",75,40.657739603,-73.868597031,"(40.657739603, -73.868597031)",10470,"Erskine St, Brooklyn, NY 11239, USA",NA,"Erskine Street","East New York","Brooklyn","Kings County","New York","United States",11239,NA,NA,NA,"11239"
"10172","04/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",32,40.810979844,-73.949022325,"(40.810979844, -73.949022325)",10471,"241-247 Lloyd E Dickens Pl, New York, NY 10027, USA","241-247","Lloyd E Dickens Place","Upper Manhattan","Manhattan","New York County","New York","United States",10027,NA,"New York",NA,"10027"
"10173","06/13/2015","BURGLARY","FELONY","BROOKLYN",81,40.681373461,-73.92107463,"(40.681373461, -73.92107463)",10472,"329 Chauncey St, Brooklyn, NY 11233, USA","329","Chauncey Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11233,NA,NA,NA,"11233"
"10174","04/10/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","QUEENS",105,40.661393081,-73.756000004,"(40.661393081, -73.756000004)",10473,"145-68-145-70 224th St, Springfield Gardens, NY 11413, USA","145-68-145-70","224th Street","Springfield Gardens","Queens","Queens County","New York","United States",11413,NA,NA,NA,"11413"
"10175","10/11/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",79,40.694402929,-73.944661464,"(40.694402929, -73.944661464)",10474,"617 Willoughby Ave, Brooklyn, NY 11206, USA","617","Willoughby Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11206,6811,NA,NA,"11206"
"10176","08/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",10475,"31-49 W 225th St, Bronx, NY 10463, USA","31-49","West 225th Street","West Bronx","Bronx","New York County","New York","United States",10463,NA,"New York",NA,"10463"
"10177","10/10/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",14,40.750430768,-73.989282176,"(40.750430768, -73.989282176)",10476,"154 W 34th St, New York, NY 10001, USA","154","West 34th Street","Midtown","Manhattan","New York County","New York","United States",10001,2102,"New York",NA,"10001"
